review,Label
بالله علموني كم ربحتوا بعد ما السعودية صارت تعتمد عليكم في التعليم يامايكروسوفت ؟,others
تطبيق ممتاز بس لو يشتغل,bug_report
حملات اللعبة وبلا غلط وانا احمل حذفته ثمن جيت احمل بس م يحمل بس يحمل بتطبيق ثمن مايكمل ثمن ينحذف لييش؟؟؟؟,bug_report
لم استفد من الموقع للان رغم محاولات الدخول والتي يتم رفضها بعد التأكد من الإدخال,bug_report
برنامج اكثر من رائع,rating
مشكلتي المس لزم دولر المفروض فست تغذ 50المس 🔷️وا تكدر تحذف البوام اول مره مجنان اذ تحذف ثني 3000من نقط المعارك ارجوكم🥺 رح احط خمس نجوم كتبه بس مسر شي وا تعدلو ثاموز,bug_report
النها سئه جدا لا حد يحملها النها للكفار أعوذ بالله الله يحرمنا منهم,others
برنامج بطل بكل ماتعنيه الكلمة,rating
هناك مشكلة في التطبيق، عندما احاول ارسال البلاغ تظهر رسالة عالشاشة بأنه لا يوجد اتصال بالانترنت,bug_report
ممتاز لكنه بعض احيان لا يريد ان يشتغل,bug_report
ي خي الغو الاتصال اون لاين قفطه,improvement_request
تطبيق ممتاز جدا فقط ينقصه امكانية طباعة العنوان الوطني عن طريق التطبيق للجوالات بواسطة wi fi للعميل والتابعين المسجلين,improvement_request
للأسف في مميزات كثيره موجودة بتطبيقات أخرى أفضل من هذا التطبيق زي ميزة الحذف وقت الخربشات وهناك نقص في الأدوات حيث إني ما اقدر استخدم الالوان بشكل مباشر لازم اضغط على الخط عشان اختار وهذا مرا ما عجبني,improvement_request
اللعبه مره مره حلوه كثير و تزيل عنك الملل 🤩🤩🤩❣️❣️ انصح انكوا تنزلوها الحين,rating
برنامج لاغنى عنه في حمايتك من الاعلانات المزعجة,rating
لعبة جميلة جدا مثل صاحبها انا اشكركم على هاذة العبة الممتعة,rating
اللعب شوي حلوه ههههههههههههه ما ادري ليه,rating
يحتاج الى تحديث ومتابعه بصفه مستمره,improvement_request
دايم الحظ مع الخصم الباكستاني حتى من غير استعمال الجواهر,others
مافتح ليش معذبين نفسكم ... ولاعشان محد يشتكي,bug_report
انصح الجميع فيها,rating
اين الاحترافية في التصميم ويلزم اضافة كافة الخدمات وخدمات الاستفادة من العضوية,improvement_request
الصراحة لعبة تستاهل الوقت مليئة بالمراحل الجديدة يومياً,rating
ممتاز جداً استغفرالله العضيم واتوب اليه,rating
التطبيق يحتاج تعديلات ماينفتح مرا ويعلق ويطلعنا من البرنامج,bug_report
ممكن ترجعون لي حسابي ممكن,others
بالنسبه لبيانات الاعتماد غير صالحه ..!! واجهت نفس المشكلة  ..والحل>>> حول اللغة للإنجليزية قبل الدخول .. تحياتي,bug_report
مهوب سيء مره,rating
ان البرنامج جدا جميل وهذا رائيي الشخصي,rating
برنامج فاشل ما يسجل دخول يطلب اضافه يعني يخليك تحمل على الفاضي افششل برنامج,rating
برنامج حلو بس مشكلة التعليق هو غير مستقر بعلق وبطيء,bug_report
ياههههه اجمل برنامج على. وجه الارض😭.,rating
اللعبه مليانه قلتشات وبعض الاحيان ماتشتغل مع ان جوال هواوي p30pro وكمان 8 رام حرام ضياع فلوس,bug_report
الحمد لله اشتريت كل الشاحنات واشتريت  كل التراخيص حقت البناء في 5 أيام بس وطفشت  ومحتاج بس حلوة,rating
انا بحب كل عام وانتم بخير. و قد تم لعبها في كل عام وانت بسمة الدنيا السبع الجديدة التي لا يمكن الربط بصور موجودة على كل شيء صحيحا عليك الاتصال بمسؤول الموقع فقد يكونوا قد اعدوا المنتدى بشكل غير صحيح. وإذا كان هذا حدث غير متوقع. في الوقت نفسه إلى جانب سورية في وجه كل من ساهم في نشر الموضوع.,others
"انها لعبة سيئة ليس كما شاهدتها في الأعلان 
النجمه فقط لكي اعلق وانصحكم بعدم تحميلها 
انها لا تستحق حتى ربع نجمه",rating
حمودي حبيبي متى تتزوجني وعلى وعدك قلت لي انك تشيلني وتبوسني الو حبيبي الي حيشوف معاريه تعال بوسني وشيلني. من فدري يلا حببببببيييي👩‍❤️‍👨,others
اول شي ما عرفت العبا بعدين صارت سهله و حلوه كتيييير,rating
ليه تغيرون تويتر فاشل تقيم صفر,rating
يا بابا يا ماما يا أخي عائلتي باغي التحديث جديد ارجوك بسرعة، مافي تحديث في حسابي 🙂 باغي تحديث حالي و حال صديقي☺️,others
لو سمحتو تكفون بالغلط حذفة اللعبه وانا مره تعبان على اللعبه لأني قعت شهرين في اللعبه وموصل لفل 26 تكفون ابي ارجعها,bug_report
دائماً الرسيفر مضغوط,bug_report
السلام عليكم ورحمة الله وبركاته انا اخوكم فخر العرب اقسم انه برنامج شغال على النصب والاحتيال والاتهامات الباطله ويشتغلو على بيع أعراض الناس وبرنامج غير موثق وبياناتك كلها تكون مهكره انتبه انتبه انتبه,others
م م م م م ممتازززززززز🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩☺🤩🤩🤩☺🤩😝🙃🤩😇,rating
شنو هالتحديثات الخرا هدفكم فلوس اربيكم,bug_report
كل ما تم جمعه وكل ما تم تطويره خسرته ومشاكل المكرفون كثرت التحديث سيئ بكل ماتعنيه الكلمه,bug_report
من افضل التطبيقات الغنائية بس اقتراحي يكون تقدر تشوف الاغنية الأكثر استماع و كذا,rating
فرص الفوز بالذهب قليله والشراء غالي ومكلف,improvement_request
اسعار التوصيل غالية,improvement_request
البرنامج حلو بس لو يدعم اللغه العربيه,improvement_request
عندما حدثت التلقرام اختفت خاصية التدمير الذاتي التلقائي كيف استعيدها,improvement_request
تطبيق رائع وستخدامه سهل انصح الكل ينزل التطبيق,rating
برنامج لايعمل اول متدخل برنامج يطلعك,bug_report
حلوههه حلوهه حلوهه حلوهه مرههه بس الشي الي مو عاجبني انا و أكثر الناس انو لما ابغا اكتب ل صديقتي ف الدردشه (احبك) يصير كذا(####) بس انها تجننننن بس حملوهااا مره حلوه بايييي 😭😭❤️,rating
أحد أرقامي لا يظهر في قائمة أرقامي,bug_report
سيييييي ه جداد ببببثثثثبببثثثثففثثسسييللحص٢صص٢٢تتبعععيسععععهه أمزح مرمرمرمر راهيبه,rating
بسم الله الرحمان الرحيم   وبعد نطالب تطبيق خرائط جوجل بتغير اسم اسرائيل الى فلسطين الدولة المعترف بة عند مليار وثمان مئة مليون شخص وأكثر من مئة وثلاثين دولة احترمورغبات العرب والمسلمين وشكرآ,improvement_request
اكثر من رائع,rating
تطبيق ابن م**اكة هو ولي عملو ولا اي حاجه من الي ف وصف التطبيق موجودة فيه منصحش حد ينزلو,rating
يا شباب كيف تشتغل الألعاب للحين ماعرفت,others
التجربة سيئة ؛ الموظفين غير متمرسين وردود دون فائدة,improvement_request
الاسعار في ازدياد وحكونا جاي فالطريق,improvement_request
هناك مشكلة بالتطبيق جدآ مزعجة لجميع المستخدمين وللأسف هذه المشكلة الفنية لم يتم حلها حتى الآن وهي عند الدخول إلى أي غرفة لا يتواجد بها أي مستخدم يدخل حساب مهمل,bug_report
لماذا لا يوجد لغه عربية,improvement_request
أيقونة البرنامج شكلها صغير جدآ في نوت 4 آمل حل هذه الإشكالية.,bug_report
لماذا لاتفتح بقية الوحدات ... تفتح وحدة الأيدي ويتم التقييم عليها .. اما باقي الوحدات فلا يوجد محتوى .. مالمشكله,bug_report
ختمت مراحل التحديث الي قبل باقل من اسبوع + عادني من البداية,bug_report
"كيف يتم حسب الابناط بالحكم ولا يتم حسابها بالصن يعني ٦٥-٦٥ خسران الي مشتري !!؟ في اي نظام اتمنى تعديله. ايضا اذا اشترى واحد لازم تقول ""بس ولا"" سبعطعش مره عشان تبدا اللعبه",bug_report
شريط التقدم متوقف عند بداية اللعبة بعد أخر تحديث قمت به ، ماهو الحل ؟؟,bug_report
مرس شحنة ودافع عليها ومعطيكم العنوان منزل الشخص وانتوا الله يهديكم تطلبون دفع لشخص وتكاليف الشحنة علي وتحطونها بالشباك وماترسلونها للبيت الرجال,improvement_request
اخوان صح العبه حلوه كلش بس تره هاي الرموز كلها رموز ماسونيه ولله ...اني ماعرف شنو القصد من وراها بس الرموز ماسونيه كلها,others
لعبه اكثر كن رائعه,rating
كويس بس ملهاش لازمه وجود رمز الكاميرا على الموبايل,improvement_request
لاكن توجهني المشكلة كثيراً ان هنالك أشخاص يغلقون الطريق علي ولا استطيع التحرك الى بعد ما ينتهي من شراء اغراضه,bug_report
في الهند اصغر بقاله واصغر سلعه مكتوب عليها قيمتها من الوزاره مطبووع عالمنتج مافي مجال تغيره اشلون نبلغ حنا ومانعرف قيمة السلعه الاصلي..وش ناقصنا مانصير مثلهم سجلو اسعار السلع وفكونا من الغش حسبنا الله,improvement_request
لماذا لا تعمل الا على البيانات,bug_report
لا يمكنني الدخول والسبب يعود لشريحتين اتصال في الايفون اتمنى معالجة المشكله في اسرع وقت,bug_report
علا زق انتو ولعبتكم,rating
يقهر بعض الاحيان,rating
التطبيق مايشتغل فاشل مثل خدماتهم مستحيل تتواصل معهم ويقدمون لك خدمه,rating
لعبة جدا فخمه و رائعه بس في مشكله انها بتطفي لحالها وانا بلعب ارجووو حل المشكله بسسرعه,bug_report
تمام ممتاز جدا جدا جدا جدا,rating
وش السالفه دعايه هذ عن ايش,others
الاسعار غاليه جداً بشكل مبالغ فيه,improvement_request
حراميه ولايوجد مصداقيه تعلق اللعبه ويعطيك رسالة انه يوجد خلل ثم يتم مصادرة الفيش عليك ولما تتواصل مع الدعم الفني للتطبيق يتم تخديرك بالوعود الكاذبه بصراحه لايوجد مصداقيه,rating
شكرا لكم وكتب الله اجركم,rating
ممتاز جداً يستحق الشراء,rating
ببطيزي يا ببجي جيش فري فاير,others
لعبه حلوه بس بيطيروها ايمت مارادو,rating
برنامح حلو بس بفلوس وسعر الاستشاره اغلا من الذهاب لدكتور,rating
يقول صيغة البريد غلط غلط غلط اجل وش صيغه صيغة صينه مثلن...ويقول اسم المستخدم لازم سويتها ولانفع. وش يبغى من اسم نستخدم. مافيطريقه الاوسويتها. تم الحذف,bug_report
يسهل كثير من الخدمات كانت تأخذ كثير من الوقت,rating
ليش العبه ماتعدم اللغه العربيه,improvement_request
برنامج فاشل فاشل فاشل لانك لا تستطيع الاستعلام عن اي شئ كما لا تستطيع الدخول,bug_report
اذا جيت اسجل دخول كود الحماية ما ينرسل على جوالي حاولت مليون مره ولا فيه فايدة,bug_report
العاب مررررره كنت حلوووه بس خربوه تقيم من اول العاب ٥ نجم ايحين٣ نجم اتمن تارجعواه مثل اول باي,rating
العبها من السيزون الاول و الحين السيزون الثالث,others
أفضل الالعاب اللي تمثل الكاوبوي,rating
انصح به سهل وممتع,rating
دايما يطلب التحديث,bug_report
لعبه رائعه جداً,rating
مايفع ذلك ينبغي الكل يستفيد وبحدود,others
البرنامج حاولت اسجل فيه اكثر من مرة وفي اوقات مختلفة لكن للأسف ما يقبل التسجيل,bug_report
يجننننتننن البرنامج بصراحه,rating
التطبيق تعبان كل ماطلبت شي يجي رساله بالاحمر حدث خطا ما وشكرا,bug_report
واو كتير حلوة بس مو صالحة للاطفال لانو عيب يشوفو هيك اشكال و بتمنى تصلحو الأخطاء,rating
"التطبيق جيد لكن اذا كانت لغة الجهاز عربية واجهت مشكلة في التسجيل و لا يظهر الشحنات 

اما اذا كانت اللغة انجليزية لاتظهر هذه المشاكل",bug_report
يع مو حلوه,rating
جيد ولكن هناك بعض الأمور التقنية مثل البيانات الشخصيه غير قابلة للتعديل,improvement_request
لعبه حلوه لكن كل المراحل متشابهة,rating
التطبيق لا يمكن الدخول اليه الافضل الغائه لا احد يستطيع استعماله,bug_report
لمن افتح اي رابط يقول اعادة التحميل و م يشتغل بعدين ؟ ليههه بدون سبب كذا ؟,bug_report
كيف يمكننا ان نجد كود الدعوة؟,others
شي جيد وله إيجابيات وذا انطباع ممتاز,rating
اللعبة تعلج كتير بس اللعبة حلوة أويييييي💗💗,rating
بعد التحديث صار خايس فديوهاتك ماتنفتح وبعض الصور صار سيئ نرجو اعادة التحديث القديم,bug_report
لعبه رائعه و تستحق 10 نجوم 🤗و تحياتي من عمان 💖🇴🇲🇴🇲💖🇴🇲💖,rating
البرنامج علق في جهازي واعطاني شاشة بيضاء,bug_report
وكأنك تصمم من كمبيوتر ، لا يستغني عنه اي احد ، اصحاب المحتوى واليوتيوب وغيرها,rating
الفكره طيبه وخاصه عند المتابعه لى مصروفاتك اول باول لكن يجب ادخال البيانات اول باول حتى تستفيد شكرا لكم,rating
الكرافت سئ جدا ولا انصح بها,rating
تقدم وتطور وزارة الزراعة سريعا شاكرين ومقدرين ومتعاونين,rating
كباتن التوصيل مره محترمين والالغاء مجاني وجربت الخضراوات والفواكة مررررره ابداع وسعر رخيييص شكرا تو يو,rating
بس التحديث الاخير مب مناسب,bug_report
والله انه كلب يدخلني الإعلان عصب👎👎,rating
برنامج غير مفيد يحتاج إلى تطوير,rating
"كل ما افتح مقطع يوتيوب يطلع اعلان
كل ما افتح موقع بمحرك البحث يطلع اعلان
كل ما انزل برنامج او اشغله يطلع اعلان

اتوقع الاعلانات للعبه ذي قليله جداً
نبي اعلانات على شكل استكرات وبوستات وبانر وسيارات بالشوارع وملصقات على ناطحات السحاب وطائرات تكتب اسم اللعبه بالسماء وغواصين باعماق البحار ماسكين هواتفهم النقاله ومشغلين هذي اللعبه وغلافات لاكلات الوجبات السريعه باسم اللعبه واذا تخترعون شي جديد او تكتشفون شي جديد خلو اسمه باسم اللعبه والمواليد الجدد نحتاج نسميهم باسم اللعبه كنوع جديد من الاعلان",others
جميل ولاكين مكلف جدا في النت,rating
التطبيق الان لا يعمل بعد التحديث الاخير,bug_report
ظانلب ئ. بنزلزئ لن تب بمب. بنبمنئر ليث خالي ايش,others
برنامج كذب لا بعمل ابدا لا يستحق ولا نجمه,rating
لايمكن الدخول انا من احد منسوبي الصحه البرنامج لم يتم تجربته قبل الاعلان لدخول,bug_report
مممممممتتتتتتاااااااااز يستاهل خمسه نجوم بس مافي مجانا,rating
حمله وانت مغمض,rating
تحيا فلسطين رغم انفكم,others
ادارته فاشله ولا تستطيع التصرف لا تساعد سوا الداعمين الغير محترمين برنامج فاشل مثل ادارته,rating
"كنت دامن اقول 
انه قوقل بكل انواعها حلوه بس عقب الفلم الموسئ 
للرسول صلي الله عليه وسلم 
طاح من عين ومراح احمله 
مايستهل ولا نجمه

حسبنا الله ونعم الوكيل
الله لوفق المونج ولا الممثلين ولا الكاتب 
وكل من شارك في هل فلم",others
لماذا لايسمح بالحجز للزوجة المتاح الابن والابنة افيدوني جزاك الله خير,bug_report
صراحه اعجبني كان عندي وصفه لعلاج وكان جدا غالي علي لكن حصلت على بديل بربع السعر جزاكم الله خير,rating
كانت جيدا ولكن انتم خربتو ام العبه شكيتونه اذا انتا موحوت تكل قنادر وتصفز ميصر هيج ترا ونوب طلعتنه مالت الهجره سالفه جديده ياعمي زفت في زفت يساوي زفت,rating
التطبيق مو مثل ما توقعته بصراحه الدعايات غير عن يلي جربته هذا كل يلي اريد اكوله,rating
مو راضي يتحقق من رقم الجوال عدت اكثر من 6 دقايق وماجات رسالة التوثيق,bug_report
البرنامج ممتاز لكن كل مرة اشغله لازم يهنج وتاني أو ثالث مرة يشتغل تمام. ارجو حل المشكلة,bug_report
جميل جدا ويحد من الغش التجاري اللي نتعرض له,rating
"الهيئة العامة للأرصاد وحماية البيئة غير مسجلة 
رغم ان تصاريحها الأهم لدى المصانع",improvement_request
التطبيق حلو بس مساحتو كبيرة جدن,improvement_request
اكثر من رااااائع,rating
الله يحرقكم يا إدارة الدعم بعد كل تحديث نلاقي قرف مشكلة من عندكم انا جهازي سامسونج +8Aجهاز حديث ليه اللعبة دلوقت ثقيلة ومابتفتح بسرعة انا هاحذفها,bug_report
التطبيق مرة سهل وجميل والحلو فيه انه يدعم العربية  واشكر القامين على التطبيق,rating
التطبيق لا يتيح لك تقييم تجربتك مع المطعم او المحل اللي اشتريت منه، كذلك في حال وجود اختلاف بين الصورة والحقيقة لاتستطيع رفع شكوى من التطبيق,improvement_request
برنامج لابد ان يكون في جميع الجوالات لا يستغنى عنه,rating
عشانكم ماخذين ناس و دافعين لهم فلوس عشان يقيموكو 5 نجوم بحذفها,others
ابلشونا بالتحديث.. وشروط واجد وكل شيء عندهم,rating
التحدث هاذ مو حلو نريد تحديث اجمل كان القديم احسن,rating
العبه جميله لاكن الطيارات المجانيه قليله,improvement_request
التحديث القديم حلو وأفضل,bug_report
حاولت تحميل المصاحف عدة مرات وحذفت التطبيق مرتين بدون فائدة,bug_report
اخذ عدد الماسات٢٦ جدا مبلغ فيه وسيئ جدا الرجاء النظر في الموضوع,improvement_request
التطبيق اصبح فاشل لماذا تم حظري وانا لم اخالف القانون انا رجل قانوني ارجو ان تلقو حل ولا سوف يكون التطبيق فاشل,others
"مشكلة المطور او المشغل استغلالي بقوة
مواصلة اللعبة 900 وزيادة 300 في كل مرحلة
وجائزتك من 50 الى 100
والمشتريات من الذهب غالية بالمرة
جار حذف اللعبة",rating
انا عن نفسي بلرنقو برنامج نظيف جدا جدا استخدم بلرنقو اكثر من 7 سنوات جميييل جدا جدا,rating
حلو جدا ربي يحفظكم احلا بيكو لايف واحلا برنامج,rating
الصراحة واااااااااااااااااو بس كنتو لازم طحطوا بس لل ١٢ سنة 👍👌💟😂😍😵👥💛💚💙❤💔💓💜💖💗💝💘👑🔭🎮💎💒💍,rating
والله مخييس كل شي بالنقاط ماتقدر تسولف,rating
برنامج ممتاز وشكراً لك,rating
اللعبه حلوه بس ياليت تحطون سيارات في اللعبه,improvement_request
كل ما اخرج من وارجع ادخل مره ثانيه يشتي تسجيل بيانات من جديد ايش السبب,bug_report
انه جميل كثير,rating
برنامج سيئ حسبنا الله ونعم الوكيل وين نروح نشتكي واذ رحنا قالو من البرنامج معا للرصد اي ثلاث رواتب ماخذتها وانا الله يعلم بضروفي ومدير الشركه لبناني ولاكنك تكلمه واذ كلمته قال لاتحاكيني هيك,bug_report
لا يمكنك التحكم ب جودة التشغيل لا يمكنك تشغيله على التلفاز بواسطة كيبل الاتش دي ام,bug_report
البرنامج سيء وحرامي لا ينزلو الكوينزات ويسحبو مبالغ من الفيزا من غير وجه حق وتم التواصل مع الادارة وطبعا مافي اي تجاوب لحل المشكله واكثر من مره يصير هالشي والله عيب,rating
التطبيق جيد ويخدمنا كثيرا قبل ربطه بحسابي .....بعد ربطه اصبح معقد وغير واضحو,rating
البرنامج يحسسني اني مهرب (امامك كمين شرطة) 👀,others
للاسف برنامج سيء,rating
العبه ما تشتغل في جوالي نوعه هواوي واي 7 بريم,bug_report
حلوة جدآ بس تتحمل بكثير من الوقت,rating
ما سبب عدم وجود تطبيق للمعلمين,improvement_request
نريد اضافة مصحف نسخة باكستانية اللى في الحرمين وشاكرين لكم ونحتاج هذه النسخة,improvement_request
جميله ولكن عناصر التحكم محتاجه تعديل,improvement_request
العاب مره سيه ما عجبني لا تحمله 😠😠😠😠😠😠😠😠😠😠😠😠😠😠,rating
لعبة جيدة لحن اتمنى ان شاء الله تكون العاب حلو اكتر منها,rating
من افضل البرامج لحفظ الصور,rating
جيده لا باس فيها اتمنالكم مزيد من التقدم والله يعطيكم العافيه.🤲🤲🤲,rating
انصح الجميع لاحد يحمل لعبة لوردس موبايلي خايسا جدجد ٠,rating
كثير من الاغاني غير موجوده,improvement_request
أفضل تطبيق على الإطلاق لتشغيل الصوتيات والفيديو 😉👍 this application understand you very will 😎👌,rating
تاخذون. 17 ريال قمية رسوم الاسترجاع اتمنى انا تلغون قمية الاسترجاع النقدي 12 ريال توصيل غالي جد,improvement_request
يعلق ولايدخل التطبيق زود على التعب غربله,bug_report
هذا البرنامج رائع جدا أتمنى أنكم تجربوه,rating
تجربة ممتازه الله يكتب لنا ولكم الخير التوفيق 😊,rating
لابظهر رد الوزارة للطلبات المقدمة ارجو تحسين الخدمه . تم حذف التطبيق .,bug_report
برنامج مممممممممتاز جدا جدا جدا والله يوفقكم♥️🙏,rating
خدمه ضعيفه بعض الشي,rating
تم حظر حسابي لاني فتحت كاام ورقصت هل هدا ممنوع ماعمل شي اباحي,others
التطبيق مميز واتمنى يدعم تسجيل الدخول عن طريق البصمه,improvement_request
انصحكم لا احد ينزلووو لان مايشتغل ع البوبجي,rating
لعبة مسلية جدا انصح الكل بتحميلها,rating
"اصبح البرنامج من كم يوم لا يرسل ولا يستقيل اي رسائل او مكالمات وحتي صفحة الأخبار ما يظهر عليها شيء الا صور بروفايلي
أرجو حل المشكله او إرسال تحديث لمعالجة هذه الأخطاء
ومشكورين علي التعاون",bug_report
مووو حللللو ما انصح احد يجربة ما يستحق ولا حتة ربع نجمة,rating
واو امونج اس تنمر بس بس العبى............ جمييييييييييييييييييييييييييل بعد ما اعرف احجي,rating
حاولت اكثر افتح البرنامج لاخذ موعد اذا اكتب اسمي يقولون غلط كيفية الطريق الفتح,bug_report
كل ما فتحت البرنامج يطلب مني اني انزل التحديث الجديد المتوفر ولكن مافي تحديث حذفته ورديت البرنامج مره ثانيه ونفس المشكلة اتمنى تعالجونها,bug_report
لعبه حلوه بس باقي انكم تنزلون المستشفى و المطار و الشاطئ و الطبيب البيطري,improvement_request
ياريت اضيفون اللغه العربيه انها جميلة,improvement_request
عندي خطأ في حسابي هو اني ما قدر اعمل لايف و شكر,bug_report
الطلب بيجي بارد ولايوجد صوصات معه,rating
"مميزاته رائعة جدا يستحق التجربة
لكن الان معلق البرنامج وثقيل جداً",bug_report
جيد جداً يحسب الضريبة فوراً بدون نت,rating
نطلب اضافة اللغة العربية فضلا لاامرا حتى نتمكن من التعامل مع الموقع او البرنامج بسلاسة ويكون هنالك اقبال اكثر من قبل العرب,improvement_request
"برنامج رااائع رااائع جدا يستاهل خمس نجوم
اشكر القائمين على البرنامج افضل بكثير من البرامج المشابهه له 
ارجو من قروب البرتقال بحلته الجديده تحميله",rating
التطبيق سريع وجيد مقارنة بالموقع على الويب ولكن لدي مشكلة هو انني مسجل على الموقع ولكن في التطبيق لم يسمح بذلك,rating
كل مرة أحاول عمل مستخدم جديد يتم غلق البرنامج,bug_report
افضل لعبه عندي,rating
حاولت ان استعرض الفعاليات حسب مدينتي او اي مدينة اخرى ولكن لم اجد هذه الاضافة .. اتمنة اضافتها,improvement_request
"افضل تطبيق يتاخر عليك
ويجيك طلبك تعطيه مندوب التوصيل يتصدق فيه

وكمان ياخذون فلوسك عشان يذلونك لازم تاخذ اكلهم غصب",rating
لقد تم حظر حسابي ارجو فتح الحظر هذا غير منصف,others
من ادخل يطلعني خارج البرنامج,bug_report
طلبت طلب وحاسبت عن طريق ابل باي و جاني باكامل غلط و احاول اتواصل مع خدمة العملاء ولاكن الخدمة ظريفة جدًا للأسف,bug_report
تب تب اجمل التطبيقات جدا جدا جميل... 💛,rating
يجب حل المشكلة بأسرع وقت ممكن,bug_report
"برنامج رائع ومميز والى الامام
وعقبال كل الشركات إن شاء الله
 الكهرباء سهلتها على المستخدمين 
الله يسهلها عليهم
شكراً لكم",rating
كويس جدا بس وقت التطوير ومبالغ التطوير كثيره جدا,rating
كل ما افتح اللعبه تلقلق والبنج يرتفع,bug_report
يوجد عيب عندما اضغط على تحميل الترجمة بدون انترنت يقول افرغ مساحه التخزين والجهاز يوجد بها مساحه كبيره,bug_report
برنامج معفن ووجيه معفنه وكلهم يبون سكس ومقحبه,rating
برنامج ماتعرف وش يبيي وكل شي بفلوس,rating
للاسف بعد ماحملت البرو مافي اي فرق بين البرنامج العادي والبرو,rating
محد عرفت لشو شيرت عملتوه لكل شي عمل تطبيق منفرد لكل ميزي بشيرت,others
نسيت الرمز كيف ارجعه,others
تم تجربه عدد اجهزة ولا فائدة,bug_report
جدا ممتاز لكن لماذا لا يكون فيه   دردشه مع الاشخاص  المتابعين  اذا ممكن,improvement_request
جميل جداً ورائع لكن احس في بعض العيوب الليالي بيعلق معي كثير اتمنى تحيه لهذا العيب اتمنى تكونوا في تحديث تحديث يكون في ملابس في اسلحه عشان ابقى حميتها التليفون القديم كان كان كل حاجه بسيطه عاوز التحديثات رائعه رائعه رائعه رائعه رائعه رائعه يا ابن الكلب يلعن ابو ذكائك اخلي صاحبه مامتي يا ام عين كبيره والحسو ده تحسدك واتمنى ان تكون بتقفيل اللعب عليه عشان وايضا اتمنالكم مقتل سيده بهذه اللعبه يهزكم واتمنى ان نتقابل في الجنه واتمنى ايضا ان تقبل اثناء العاب جديده وحديثه ونظيفه قليله الادب كمان عشان ب,rating
صراحة اللعبة في البداية جميلة لكن بعدين تصبح مملة لان كل المهمات في ماب واحد وماراح يتغير انا لعبت الى المرحلة 16وصارت العبة مملة كل مرة تسو نفس الشيء,rating
برنامج ممتاز. ويعطيك نسبه 95... حاجه جميله...,rating
روعه حده وممتاز جداً,rating
كل العب خساره علي شان نشتري مجوهرات,rating
كل مره يطلبون تحديث ومايسمح لك تستخدم البرنامج الا لين تحدث وهذا شي مزعج صراحة ماعدا ذلك البرنامج حلو ويخدم باشياء كثير,bug_report
لا يوجد تحميل في البرنامج,improvement_request
"جيد جداً التطبيق
وياليت ترفع دقته",improvement_request
كل  ماشحنت رصيد ع البطاقة ينشحن باللعبة بدون موافقتي أرجو  المساعدة اريد إلغاء هذا الاشتراك,bug_report
البرنامج ممتاز وعملي,rating
استخدام البرنامج سهل جداً وتوجد به خدمات كثيرة,rating
"واجهه رائعة وسهله 
يحتاج لبعض التحسينات",rating
معلقه لي ٣ اسابيع بدون تقدم اتمنى اعطى اكثر من ٥قلوب للاستمتاع في اللعب,improvement_request
اتمنا من العاملين عليه تحديثه أكثر عشان يكون الجها الرسميه لنا,improvement_request
بعد التحديثات الأخيرة أصبحت الجوائز التي تجدها في الصناديق الذهبية شبيهة بالصناديق الفضية وأصبح العثور على تمثال قائد أسطوري نادر جداً جداً والخلاصة: ادفع لتلعب أو إنقلع ، يعني اللعبة صارت لحيتان المال.,rating
مجهود تُشكرون عليه ونتمنى تطوير باقي الخدمات واختصارها بباركود,improvement_request
خدمة العملاء ماشاء الله ممتازة المشكل الوحيد في بعض المتاجر تغير المنتج وبعض عملاء التوصيل تأخير الطلبية .,rating
ليسى متوافق مع المكفوفين في بعض الايقونات,improvement_request
جميل وسهل الاستخدام وفعال,rating
جيدة جدا ولكن نتمنى تطوير السيرفر الشرق من كل خصائص اللع,improvement_request
"الموقع مش شغال والسهم مش بيتحرك والتوجيه غير صحيح 
لا اعلم ماذا به بعد تحديث الايفون",bug_report
"التطبيق مجرد ما تسجل بياناتك يحطك بالحجر حتى لو كنت سليم واجبت على جميع الاسئلة انك سليم ولا خالطت مصاب ولا تعرف مصاب برضو يحطك بالحجر 
تطلع من البيت يزعجك تنبيهات",bug_report
لعبة فاشلة واكثرهم مش مزبوطين,rating
برنامج حلو والشيخه محليته بل فضايح,rating
لكن يحتاج الى حذر من ناحية اختراقات الخصوصية ،، وخاصة السماح للاغراب بتحديد مكانك ومعرفة معلوماتك الشخصيه,improvement_request
سئ جدا ؛ فتح لي موقع إلكتروني لوزارة الصحة وليس تطبيق للاسف,rating
جميلة جدا!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!وممتعة وهي من افضل الالعاب التي لعبتها,rating
ممتاز جدا جدا... وسهل الاستخدام .,rating
قدرة التواصل الصوتي ويوجد صواريخ وجبنه في لعبه لودو تثير الحماس,rating
برنامج اكثر اكثر من رائع,rating
والله العظيم من افضل التطبيقات الي طلبت منها تطبيق مرتب واغلب المطاعم موجوده والخيارات سهله والتوصيل سرييييع جداً شكرا جاهز,rating
الايمو جميل جدا بس كل شوية اغلاق التطبيق معلموت التطبيق,rating
جميلة جداااااااااااااااااااا 😍❤💚💙 شكرا على هاذا العبه,rating
روعه انصحكم تجربونها ممكن تسونها عربيه,rating
ارد تغيير وقم جوال جوالي المسجل مفصول عن الخدمه,others
